state,sa4_code,Age,Sex,Indig,Educ,unemployed,employed,total
VIC,40,40-44 years,Fema,Yes Indigenous,Degree = No,0,24,24
VIC,40,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
VIC,40,40-44 years,Male,Non-Indigenous,Degree = No,424,6954,7378
VIC,40,40-44 years,Male,Non-Indigenous,Degree = Yes,109,2546,2655
VIC,40,40-44 years,Male,Not stated,Degree = No,0,50,50
VIC,40,40-44 years,Male,Not stated,Degree = Yes,0,5,5
VIC,40,40-44 years,Male,Yes Indigenous,Degree = No,0,25,25
VIC,40,40-44 years,Male,Yes Indigenous,Degree = Yes,0,6,6
VIC,40,45-49 years,Fema,Non-Indigenous,Degree = No,393,6071,6464
VIC,40,45-49 years,Fema,Non-Indigenous,Degree = Yes,87,2250,2337
VIC,40,45-49 years,Fema,Not stated,Degree = No,0,35,35
VIC,40,45-49 years,Fema,Not stated,Degree = Yes,0,8,8
VIC,40,45-49 years,Fema,Yes Indigenous,Degree = No,0,33,33
VIC,40,45-49 years,Male,Non-Indigenous,Degree = No,403,7395,7798
VIC,40,45-49 years,Male,Non-Indigenous,Degree = Yes,78,1938,2016
VIC,40,45-49 years,Male,Not stated,Degree = No,0,38,38
VIC,40,45-49 years,Male,Yes Indigenous,Degree = No,5,32,37
VIC,40,45-49 years,Male,Yes Indigenous,Degree = Yes,0,5,5
VIC,40,50-54 years,Fema,Non-Indigenous,Degree = No,313,5867,6180
VIC,40,50-54 years,Fema,Non-Indigenous,Degree = Yes,51,1645,1696
VIC,40,50-54 years,Fema,Not stated,Degree = No,0,33,33
VIC,40,50-54 years,Fema,Not stated,Degree = Yes,0,3,3
VIC,40,50-54 years,Fema,Yes Indigenous,Degree = No,0,15,15
VIC,40,50-54 years,Male,Non-Indigenous,Degree = No,375,6989,7364
VIC,40,50-54 years,Male,Non-Indigenous,Degree = Yes,85,1500,1585
VIC,40,50-54 years,Male,Not stated,Degree = No,5,43,48
VIC,40,50-54 years,Male,Yes Indigenous,Degree = No,0,19,19
VIC,40,55-59 years,Fema,Non-Indigenous,Degree = No,249,4523,4772
VIC,40,55-59 years,Fema,Non-Indigenous,Degree = Yes,44,1254,1298
VIC,40,55-59 years,Fema,Not stated,Degree = No,0,17,17
VIC,40,55-59 years,Fema,Not stated,Degree = Yes,0,8,8
VIC,40,55-59 years,Fema,Yes Indigenous,Degree = No,0,11,11
VIC,40,55-59 years,Male,Non-Indigenous,Degree = No,294,5545,5839
VIC,40,55-59 years,Male,Non-Indigenous,Degree = Yes,75,1238,1313
VIC,40,55-59 years,Male,Not stated,Degree = No,0,40,40
VIC,40,55-59 years,Male,Yes Indigenous,Degree = No,0,20,20
VIC,40,60-64 years,Fema,Non-Indigenous,Degree = No,164,2715,2879
VIC,40,60-64 years,Fema,Non-Indigenous,Degree = Yes,22,651,673
VIC,40,60-64 years,Fema,Not stated,Degree = No,0,18,18
VIC,40,60-64 years,Fema,Not stated,Degree = Yes,0,3,3
VIC,40,60-64 years,Fema,Yes Indigenous,Degree = No,0,6,6
VIC,40,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
VIC,40,60-64 years,Male,Non-Indigenous,Degree = No,229,3601,3830
VIC,40,60-64 years,Male,Non-Indigenous,Degree = Yes,54,793,847
VIC,40,60-64 years,Male,Not stated,Degree = No,0,36,36
VIC,40,60-64 years,Male,Yes Indigenous,Degree = No,0,6,6
VIC,41,25-29 years,Fema,Non-Indigenous,Degree = No,351,5977,6328
VIC,41,25-29 years,Fema,Non-Indigenous,Degree = Yes,193,5454,5647
VIC,41,25-29 years,Fema,Not stated,Degree = No,0,41,41
VIC,41,25-29 years,Fema,Not stated,Degree = Yes,0,20,20
VIC,41,25-29 years,Fema,Yes Indigenous,Degree = No,0,44,44
VIC,41,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
VIC,41,25-29 years,Male,Non-Indigenous,Degree = No,519,8809,9328
VIC,41,25-29 years,Male,Non-Indigenous,Degree = Yes,156,3669,3825
VIC,41,25-29 years,Male,Not stated,Degree = No,0,40,40
VIC,41,25-29 years,Male,Not stated,Degree = Yes,0,10,10
VIC,41,25-29 years,Male,Yes Indigenous,Degree = No,3,52,55
VIC,41,30-34 years,Fema,Non-Indigenous,Degree = No,300,5711,6011
VIC,41,30-34 years,Fema,Non-Indigenous,Degree = Yes,250,6331,6581
VIC,41,30-34 years,Fema,Not stated,Degree = No,0,17,17
VIC,41,30-34 years,Fema,Not stated,Degree = Yes,0,6,6
VIC,41,30-34 years,Fema,Yes Indigenous,Degree = No,0,16,16
VIC,41,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
VIC,41,30-34 years,Male,Non-Indigenous,Degree = No,369,8681,9050
VIC,41,30-34 years,Male,Non-Indigenous,Degree = Yes,155,4902,5057
VIC,41,30-34 years,Male,Not stated,Degree = No,3,36,39
VIC,41,30-34 years,Male,Not stated,Degree = Yes,0,12,12
VIC,41,30-34 years,Male,Yes Indigenous,Degree = No,0,31,31
VIC,41,30-34 years,Male,Yes Indigenous,Degree = Yes,0,3,3
VIC,41,35-39 years,Fema,Non-Indigenous,Degree = No,338,5725,6063
VIC,41,35-39 years,Fema,Non-Indigenous,Degree = Yes,225,6054,6279
VIC,41,35-39 years,Fema,Not stated,Degree = No,5,12,17
VIC,41,35-39 years,Fema,Not stated,Degree = Yes,0,24,24
VIC,41,35-39 years,Fema,Yes Indigenous,Degree = No,3,32,35
VIC,41,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,10,10
VIC,41,35-39 years,Male,Non-Indigenous,Degree = No,345,8747,9092
VIC,41,35-39 years,Male,Non-Indigenous,Degree = Yes,88,5099,5187
VIC,41,35-39 years,Male,Not stated,Degree = No,0,32,32
VIC,41,35-39 years,Male,Not stated,Degree = Yes,0,11,11
VIC,41,35-39 years,Male,Yes Indigenous,Degree = No,3,41,44
VIC,41,35-39 years,Male,Yes Indigenous,Degree = Yes,0,4,4
VIC,41,40-44 years,Fema,Non-Indigenous,Degree = No,438,7623,8061
VIC,41,40-44 years,Fema,Non-Indigenous,Degree = Yes,212,5658,5870
VIC,41,40-44 years,Fema,Not stated,Degree = No,0,27,27
VIC,41,40-44 years,Fema,Not stated,Degree = Yes,0,21,21
VIC,41,40-44 years,Fema,Yes Indigenous,Degree = No,3,31,34
VIC,41,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,16,16
VIC,41,40-44 years,Male,Non-Indigenous,Degree = No,345,9709,10054
VIC,41,40-44 years,Male,Non-Indigenous,Degree = Yes,139,4607,4746
VIC,41,40-44 years,Male,Not stated,Degree = No,0,47,47
VIC,41,40-44 years,Male,Not stated,Degree = Yes,0,5,5
VIC,41,40-44 years,Male,Yes Indigenous,Degree = No,0,44,44
VIC,41,40-44 years,Male,Yes Indigenous,Degree = Yes,4,3,7
VIC,41,45-49 years,Fema,Non-Indigenous,Degree = No,413,9675,10088
VIC,41,45-49 years,Fema,Non-Indigenous,Degree = Yes,146,4558,4704
VIC,41,45-49 years,Fema,Not stated,Degree = No,10,47,57
VIC,41,45-49 years,Fema,Not stated,Degree = Yes,0,6,6
VIC,41,45-49 years,Fema,Yes Indigenous,Degree = No,0,49,49
VIC,41,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
VIC,41,45-49 years,Male,Non-Indigenous,Degree = No,382,10809,11191
VIC,41,45-49 years,Male,Non-Indigenous,Degree = Yes,137,3773,3910
VIC,41,45-49 years,Male,Not stated,Degree = No,0,66,66
VIC,41,45-49 years,Male,Not stated,Degree = Yes,0,13,13
VIC,41,45-49 years,Male,Yes Indigenous,Degree = No,0,55,55
VIC,41,45-49 years,Male,Yes Indigenous,Degree = Yes,0,9,9
VIC,41,50-54 years,Fema,Non-Indigenous,Degree = No,393,9920,10313
VIC,41,50-54 years,Fema,Non-Indigenous,Degree = Yes,109,3576,3685
VIC,41,50-54 years,Fema,Not stated,Degree = No,0,42,42
VIC,41,50-54 years,Fema,Not stated,Degree = Yes,0,8,8
VIC,41,50-54 years,Fema,Yes Indigenous,Degree = No,0,30,30
VIC,41,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,4,4
VIC,41,50-54 years,Male,Non-Indigenous,Degree = No,361,10652,11013
VIC,41,50-54 years,Male,Non-Indigenous,Degree = Yes,146,3288,3434
VIC,41,50-54 years,Male,Not stated,Degree = No,0,52,52
VIC,41,50-54 years,Male,Not stated,Degree = Yes,0,7,7
VIC,41,50-54 years,Male,Yes Indigenous,Degree = No,7,43,50
VIC,41,55-59 years,Fema,Non-Indigenous,Degree = No,267,8478,8745
VIC,41,55-59 years,Fema,Non-Indigenous,Degree = Yes,77,2913,2990
VIC,41,55-59 years,Fema,Not stated,Degree = No,0,36,36
VIC,41,55-59 years,Fema,Not stated,Degree = Yes,0,10,10
VIC,41,55-59 years,Fema,Yes Indigenous,Degree = No,0,32,32
VIC,41,55-59 years,Male,Non-Indigenous,Degree = No,386,9481,9867
VIC,41,55-59 years,Male,Non-Indigenous,Degree = Yes,145,2990,3135
VIC,41,55-59 years,Male,Not stated,Degree = No,0,83,83
VIC,41,55-59 years,Male,Not stated,Degree = Yes,0,7,7
VIC,41,55-59 years,Male,Yes Indigenous,Degree = No,0,43,43
VIC,41,60-64 years,Fema,Non-Indigenous,Degree = No,191,5824,6015
VIC,41,60-64 years,Fema,Non-Indigenous,Degree = Yes,53,1833,1886
VIC,41,60-64 years,Fema,Not stated,Degree = No,0,44,44
VIC,41,60-64 years,Fema,Not stated,Degree = Yes,0,7,7
VIC,41,60-64 years,Fema,Yes Indigenous,Degree = No,0,19,19
VIC,41,60-64 years,Male,Non-Indigenous,Degree = No,328,6754,7082
VIC,41,60-64 years,Male,Non-Indigenous,Degree = Yes,115,2010,2125
VIC,41,60-64 years,Male,Not stated,Degree = No,4,33,37
VIC,41,60-64 years,Male,Not stated,Degree = Yes,0,3,3
VIC,41,60-64 years,Male,Yes Indigenous,Degree = No,0,20,20
VIC,41,60-64 years,Male,Yes Indigenous,Degree = Yes,0,5,5
VIC,42,25-29 years,Fema,Non-Indigenous,Degree = No,938,9523,10461
VIC,42,25-29 years,Fema,Non-Indigenous,Degree = Yes,668,8207,8875
VIC,42,25-29 years,Fema,Not stated,Degree = No,3,52,55
VIC,42,25-29 years,Fema,Not stated,Degree = Yes,0,18,18
VIC,42,25-29 years,Fema,Yes Indigenous,Degree = No,0,55,55
VIC,42,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
VIC,42,25-29 years,Male,Non-Indigenous,Degree = No,1218,14717,15935
VIC,42,25-29 years,Male,Non-Indigenous,Degree = Yes,536,6695,7231
VIC,42,25-29 years,Male,Not stated,Degree = No,13,86,99
VIC,42,25-29 years,Male,Not stated,Degree = Yes,0,21,21
VIC,42,25-29 years,Male,Yes Indigenous,Degree = No,0,48,48
VIC,42,30-34 years,Fema,Non-Indigenous,Degree = No,849,9924,10773
VIC,42,30-34 years,Fema,Non-Indigenous,Degree = Yes,611,8928,9539
VIC,42,30-34 years,Fema,Not stated,Degree = No,3,54,57
VIC,42,30-34 years,Fema,Not stated,Degree = Yes,0,28,28
VIC,42,30-34 years,Fema,Yes Indigenous,Degree = No,0,24,24
VIC,42,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
VIC,42,30-34 years,Male,Non-Indigenous,Degree = No,958,15460,16418
VIC,42,30-34 years,Male,Non-Indigenous,Degree = Yes,357,8523,8880
VIC,42,30-34 years,Male,Not stated,Degree = No,8,92,100
VIC,42,30-34 years,Male,Not stated,Degree = Yes,0,10,10
VIC,42,30-34 years,Male,Yes Indigenous,Degree = No,3,51,54
VIC,42,30-34 years,Male,Yes Indigenous,Degree = Yes,0,4,4
VIC,42,35-39 years,Fema,Non-Indigenous,Degree = No,783,9139,9922
VIC,42,35-39 years,Fema,Non-Indigenous,Degree = Yes,486,7662,8148
VIC,42,35-39 years,Fema,Not stated,Degree = No,0,40,40
VIC,42,35-39 years,Fema,Not stated,Degree = Yes,0,15,15
VIC,42,35-39 years,Fema,Yes Indigenous,Degree = No,3,40,43
VIC,42,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
VIC,42,35-39 years,Male,Non-Indigenous,Degree = No,758,14400,15158
VIC,42,35-39 years,Male,Non-Indigenous,Degree = Yes,307,7757,8064
VIC,42,35-39 years,Male,Not stated,Degree = No,0,64,64
VIC,42,35-39 years,Male,Not stated,Degree = Yes,0,16,16
VIC,42,35-39 years,Male,Yes Indigenous,Degree = No,0,61,61
VIC,42,35-39 years,Male,Yes Indigenous,Degree = Yes,0,5,5
VIC,42,40-44 years,Fema,Non-Indigenous,Degree = No,900,11135,12035
VIC,42,40-44 years,Fema,Non-Indigenous,Degree = Yes,352,6304,6656
VIC,42,40-44 years,Fema,Not stated,Degree = No,6,51,57
VIC,42,40-44 years,Fema,Not stated,Degree = Yes,0,14,14
VIC,42,40-44 years,Fema,Yes Indigenous,Degree = No,3,47,50
VIC,42,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
VIC,42,40-44 years,Male,Non-Indigenous,Degree = No,710,14618,15328
VIC,42,40-44 years,Male,Non-Indigenous,Degree = Yes,243,6158,6401
VIC,42,40-44 years,Male,Not stated,Degree = No,3,73,76
VIC,42,40-44 years,Male,Not stated,Degree = Yes,0,19,19
VIC,42,40-44 years,Male,Yes Indigenous,Degree = No,11,70,81
VIC,42,40-44 years,Male,Yes Indigenous,Degree = Yes,0,4,4
VIC,42,45-49 years,Fema,Non-Indigenous,Degree = No,799,12500,13299
VIC,42,45-49 years,Fema,Non-Indigenous,Degree = Yes,208,4971,5179
VIC,42,45-49 years,Fema,Not stated,Degree = No,0,61,61
VIC,42,45-49 years,Fema,Not stated,Degree = Yes,3,21,24
VIC,42,45-49 years,Fema,Yes Indigenous,Degree = No,6,38,44
VIC,42,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
VIC,42,45-49 years,Male,Non-Indigenous,Degree = No,704,15068,15772
VIC,42,45-49 years,Male,Non-Indigenous,Degree = Yes,225,4881,5106
VIC,42,45-49 years,Male,Not stated,Degree = No,0,78,78
VIC,42,45-49 years,Male,Not stated,Degree = Yes,0,5,5
VIC,42,45-49 years,Male,Yes Indigenous,Degree = No,8,47,55
VIC,42,45-49 years,Male,Yes Indigenous,Degree = Yes,0,7,7
VIC,42,50-54 years,Fema,Non-Indigenous,Degree = No,731,11523,12254
VIC,42,50-54 years,Fema,Non-Indigenous,Degree = Yes,149,3682,3831
VIC,42,50-54 years,Fema,Not stated,Degree = No,0,69,69
VIC,42,50-54 years,Fema,Yes Indigenous,Degree = No,6,33,39
VIC,42,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
VIC,42,50-54 years,Male,Non-Indigenous,Degree = No,713,13783,14496
VIC,42,50-54 years,Male,Non-Indigenous,Degree = Yes,209,3898,4107
VIC,42,50-54 years,Male,Not stated,Degree = No,3,74,77
VIC,42,50-54 years,Male,Not stated,Degree = Yes,0,11,11
VIC,42,50-54 years,Male,Yes Indigenous,Degree = No,0,38,38
VIC,42,50-54 years,Male,Yes Indigenous,Degree = Yes,0,3,3
VIC,42,55-59 years,Fema,Non-Indigenous,Degree = No,561,9303,9864
VIC,42,55-59 years,Fema,Non-Indigenous,Degree = Yes,125,2684,2809
VIC,42,55-59 years,Fema,Not stated,Degree = No,4,55,59
VIC,42,55-59 years,Fema,Not stated,Degree = Yes,0,9,9
VIC,42,55-59 years,Fema,Yes Indigenous,Degree = No,0,5,5
VIC,42,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
VIC,42,55-59 years,Male,Non-Indigenous,Degree = No,614,11593,12207
VIC,42,55-59 years,Male,Non-Indigenous,Degree = Yes,188,2941,3129
VIC,42,55-59 years,Male,Not stated,Degree = No,9,80,89
VIC,42,55-59 years,Male,Not stated,Degree = Yes,0,5,5
VIC,42,55-59 years,Male,Yes Indigenous,Degree = No,0,16,16
VIC,42,60-64 years,Fema,Non-Indigenous,Degree = No,322,5926,6248
VIC,42,60-64 years,Fema,Non-Indigenous,Degree = Yes,59,1569,1628
VIC,42,60-64 years,Fema,Not stated,Degree = No,0,41,41
VIC,42,60-64 years,Fema,Not stated,Degree = Yes,0,6,6
VIC,42,60-64 years,Fema,Yes Indigenous,Degree = No,0,4,4
VIC,42,60-64 years,Male,Non-Indigenous,Degree = No,533,7963,8496
VIC,42,60-64 years,Male,Non-Indigenous,Degree = Yes,128,1947,2075
VIC,42,60-64 years,Male,Not stated,Degree = No,0,56,56
VIC,42,60-64 years,Male,Not stated,Degree = Yes,0,4,4
VIC,42,60-64 years,Male,Yes Indigenous,Degree = No,0,12,12
VIC,43,25-29 years,Fema,Non-Indigenous,Degree = No,1177,9944,11121
VIC,43,25-29 years,Fema,Non-Indigenous,Degree = Yes,709,8749,9458
VIC,43,25-29 years,Fema,Not stated,Degree = No,6,72,78
VIC,43,25-29 years,Fema,Not stated,Degree = Yes,0,47,47
VIC,43,25-29 years,Fema,Yes Indigenous,Degree = No,15,83,98
VIC,43,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,18,18
VIC,43,25-29 years,Male,Non-Indigenous,Degree = No,1464,14946,16410
VIC,43,25-29 years,Male,Non-Indigenous,Degree = Yes,517,6685,7202
VIC,43,25-29 years,Male,Not stated,Degree = No,18,107,125
VIC,43,25-29 years,Male,Not stated,Degree = Yes,0,21,21
VIC,43,25-29 years,Male,Yes Indigenous,Degree = No,3,134,137
VIC,43,25-29 years,Male,Yes Indigenous,Degree = Yes,0,13,13
VIC,43,30-34 years,Fema,Non-Indigenous,Degree = No,1098,10193,11291
VIC,43,30-34 years,Fema,Non-Indigenous,Degree = Yes,692,10959,11651
VIC,43,30-34 years,Fema,Not stated,Degree = No,0,34,34
VIC,43,30-34 years,Fema,Not stated,Degree = Yes,0,35,35
VIC,43,30-34 years,Fema,Yes Indigenous,Degree = No,9,56,65
VIC,43,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,26,26
VIC,43,30-34 years,Male,Non-Indigenous,Degree = No,1091,16199,17290
VIC,43,30-34 years,Male,Non-Indigenous,Degree = Yes,414,10194,10608
VIC,43,30-34 years,Male,Not stated,Degree = No,0,88,88
VIC,43,30-34 years,Male,Not stated,Degree = Yes,6,28,34
VIC,43,30-34 years,Male,Yes Indigenous,Degree = No,4,97,101
VIC,43,30-34 years,Male,Yes Indigenous,Degree = Yes,0,5,5
VIC,43,35-39 years,Fema,Non-Indigenous,Degree = No,999,9767,10766
VIC,43,35-39 years,Fema,Non-Indigenous,Degree = Yes,496,9138,9634
VIC,43,35-39 years,Fema,Not stated,Degree = No,4,41,45
VIC,43,35-39 years,Fema,Not stated,Degree = Yes,0,30,30
VIC,43,35-39 years,Fema,Yes Indigenous,Degree = No,10,47,57
VIC,43,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,23,23
VIC,43,35-39 years,Male,Non-Indigenous,Degree = No,948,14936,15884
VIC,43,35-39 years,Male,Non-Indigenous,Degree = Yes,365,9919,10284
VIC,43,35-39 years,Male,Not stated,Degree = No,9,69,78
VIC,43,35-39 years,Male,Not stated,Degree = Yes,0,23,23
VIC,43,35-39 years,Male,Yes Indigenous,Degree = No,9,76,85
VIC,43,35-39 years,Male,Yes Indigenous,Degree = Yes,0,4,4
VIC,43,40-44 years,Fema,Non-Indigenous,Degree = No,1130,10914,12044
VIC,43,40-44 years,Fema,Non-Indigenous,Degree = Yes,335,6813,7148
VIC,43,40-44 years,Fema,Not stated,Degree = No,3,85,88
VIC,43,40-44 years,Fema,Not stated,Degree = Yes,3,31,34
VIC,43,40-44 years,Fema,Yes Indigenous,Degree = No,3,51,54
VIC,43,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
VIC,43,40-44 years,Male,Non-Indigenous,Degree = No,861,14713,15574
VIC,43,40-44 years,Male,Non-Indigenous,Degree = Yes,286,6708,6994
VIC,43,40-44 years,Male,Not stated,Degree = No,6,67,73
VIC,43,40-44 years,Male,Not stated,Degree = Yes,0,17,17
VIC,43,40-44 years,Male,Yes Indigenous,Degree = No,5,67,72
VIC,43,40-44 years,Male,Yes Indigenous,Degree = Yes,0,18,18
VIC,43,45-49 years,Fema,Non-Indigenous,Degree = No,1034,11545,12579
VIC,43,45-49 years,Fema,Non-Indigenous,Degree = Yes,202,4786,4988
VIC,43,45-49 years,Fema,Not stated,Degree = No,3,83,86
VIC,43,45-49 years,Fema,Not stated,Degree = Yes,0,14,14
VIC,43,45-49 years,Fema,Yes Indigenous,Degree = No,7,52,59
VIC,43,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,21,21
VIC,43,45-49 years,Male,Non-Indigenous,Degree = No,888,14042,14930
VIC,43,45-49 years,Male,Non-Indigenous,Degree = Yes,218,4370,4588
VIC,43,45-49 years,Male,Not stated,Degree = No,7,82,89
VIC,43,45-49 years,Male,Not stated,Degree = Yes,0,16,16
VIC,43,45-49 years,Male,Yes Indigenous,Degree = No,6,56,62
VIC,43,45-49 years,Male,Yes Indigenous,Degree = Yes,0,17,17
VIC,43,50-54 years,Fema,Non-Indigenous,Degree = No,802,10379,11181
VIC,43,50-54 years,Fema,Non-Indigenous,Degree = Yes,159,3171,3330
VIC,43,50-54 years,Fema,Not stated,Degree = No,7,78,85
VIC,43,50-54 years,Fema,Not stated,Degree = Yes,0,9,9
VIC,43,50-54 years,Fema,Yes Indigenous,Degree = No,3,39,42
VIC,43,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
VIC,43,50-54 years,Male,Non-Indigenous,Degree = No,821,12793,13614
VIC,43,50-54 years,Male,Non-Indigenous,Degree = Yes,166,3070,3236
VIC,43,50-54 years,Male,Not stated,Degree = No,7,97,104
VIC,43,50-54 years,Male,Not stated,Degree = Yes,0,6,6
VIC,43,50-54 years,Male,Yes Indigenous,Degree = No,4,38,42
VIC,43,50-54 years,Male,Yes Indigenous,Degree = Yes,0,4,4
VIC,43,55-59 years,Fema,Non-Indigenous,Degree = No,715,8229,8944
VIC,43,55-59 years,Fema,Non-Indigenous,Degree = Yes,107,2287,2394
VIC,43,55-59 years,Fema,Not stated,Degree = No,3,45,48
VIC,43,55-59 years,Fema,Not stated,Degree = Yes,0,5,5
VIC,43,55-59 years,Fema,Yes Indigenous,Degree = No,5,27,32
VIC,43,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,4,4
VIC,43,55-59 years,Male,Non-Indigenous,Degree = No,680,10470,11150
VIC,43,55-59 years,Male,Non-Indigenous,Degree = Yes,163,2355,2518
VIC,43,55-59 years,Male,Not stated,Degree = No,0,64,64
VIC,43,55-59 years,Male,Not stated,Degree = Yes,0,7,7
VIC,43,55-59 years,Male,Yes Indigenous,Degree = No,0,22,22
VIC,43,55-59 years,Male,Yes Indigenous,Degree = Yes,0,4,4
VIC,43,60-64 years,Fema,Non-Indigenous,Degree = No,428,4762,5190
VIC,43,60-64 years,Fema,Non-Indigenous,Degree = Yes,54,1194,1248
VIC,43,60-64 years,Fema,Not stated,Degree = No,0,29,29
VIC,43,60-64 years,Fema,Yes Indigenous,Degree = No,0,18,18
VIC,43,60-64 years,Male,Non-Indigenous,Degree = No,636,7017,7653
VIC,43,60-64 years,Male,Non-Indigenous,Degree = Yes,110,1339,1449
VIC,43,60-64 years,Male,Not stated,Degree = No,0,41,41
VIC,43,60-64 years,Male,Not stated,Degree = Yes,0,4,4
VIC,43,60-64 years,Male,Yes Indigenous,Degree = No,4,4,8
VIC,44,25-29 years,Fema,Non-Indigenous,Degree = No,266,3637,3903
VIC,44,25-29 years,Fema,Non-Indigenous,Degree = Yes,52,1866,1918
VIC,44,25-29 years,Fema,Not stated,Degree = No,0,19,19
VIC,44,25-29 years,Fema,Not stated,Degree = Yes,0,4,4
VIC,44,25-29 years,Fema,Yes Indigenous,Degree = No,3,46,49
VIC,44,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
VIC,44,25-29 years,Male,Non-Indigenous,Degree = No,336,4986,5322
VIC,44,25-29 years,Male,Non-Indigenous,Degree = Yes,30,951,981
VIC,44,25-29 years,Male,Not stated,Degree = No,0,26,26
VIC,44,25-29 years,Male,Yes Indigenous,Degree = No,4,69,73
VIC,44,30-34 years,Fema,Non-Indigenous,Degree = No,226,3649,3875
VIC,44,30-34 years,Fema,Non-Indigenous,Degree = Yes,60,2222,2282
VIC,44,30-34 years,Fema,Not stated,Degree = No,0,12,12
VIC,44,30-34 years,Fema,Yes Indigenous,Degree = No,3,25,28
VIC,44,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
VIC,44,30-34 years,Male,Non-Indigenous,Degree = No,218,5266,5484
VIC,44,30-34 years,Male,Non-Indigenous,Degree = Yes,26,1223,1249
VIC,44,30-34 years,Male,Not stated,Degree = No,0,20,20
VIC,44,30-34 years,Male,Not stated,Degree = Yes,0,3,3
VIC,44,30-34 years,Male,Yes Indigenous,Degree = No,5,37,42
VIC,44,35-39 years,Fema,Non-Indigenous,Degree = No,225,3710,3935
VIC,44,35-39 years,Fema,Non-Indigenous,Degree = Yes,67,2231,2298
VIC,44,35-39 years,Fema,Not stated,Degree = No,0,10,10
VIC,44,35-39 years,Fema,Not stated,Degree = Yes,0,5,5
VIC,44,35-39 years,Fema,Yes Indigenous,Degree = No,4,41,45
VIC,44,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
VIC,44,35-39 years,Male,Non-Indigenous,Degree = No,225,5190,5415
VIC,44,35-39 years,Male,Non-Indigenous,Degree = Yes,37,1501,1538
VIC,44,35-39 years,Male,Not stated,Degree = No,0,43,43
VIC,44,35-39 years,Male,Not stated,Degree = Yes,0,3,3
VIC,44,35-39 years,Male,Yes Indigenous,Degree = No,0,36,36
VIC,44,35-39 years,Male,Yes Indigenous,Degree = Yes,0,7,7
VIC,44,40-44 years,Fema,Non-Indigenous,Degree = No,300,4771,5071
VIC,44,40-44 years,Fema,Non-Indigenous,Degree = Yes,77,2421,2498
VIC,44,40-44 years,Fema,Not stated,Degree = No,0,18,18
VIC,44,40-44 years,Fema,Yes Indigenous,Degree = No,3,20,23
VIC,44,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
VIC,44,40-44 years,Male,Non-Indigenous,Degree = No,263,6058,6321
VIC,44,40-44 years,Male,Non-Indigenous,Degree = Yes,43,1598,1641
VIC,44,40-44 years,Male,Not stated,Degree = No,4,20,24
VIC,44,40-44 years,Male,Yes Indigenous,Degree = No,4,40,44
VIC,44,40-44 years,Male,Yes Indigenous,Degree = Yes,4,6,10
VIC,44,45-49 years,Fema,Non-Indigenous,Degree = No,286,5770,6056
VIC,44,45-49 years,Fema,Non-Indigenous,Degree = Yes,57,2085,2142
VIC,44,45-49 years,Fema,Not stated,Degree = No,0,40,40
VIC,44,45-49 years,Fema,Not stated,Degree = Yes,0,11,11
VIC,44,45-49 years,Fema,Yes Indigenous,Degree = No,0,28,28
VIC,44,45-49 years,Male,Non-Indigenous,Degree = No,264,6380,6644
VIC,44,45-49 years,Male,Non-Indigenous,Degree = Yes,27,1482,1509
VIC,44,45-49 years,Male,Not stated,Degree = No,0,25,25
VIC,44,45-49 years,Male,Yes Indigenous,Degree = No,0,42,42
VIC,44,50-54 years,Fema,Non-Indigenous,Degree = No,270,5490,5760
VIC,44,50-54 years,Fema,Non-Indigenous,Degree = Yes,39,1636,1675
VIC,44,50-54 years,Fema,Not stated,Degree = No,0,49,49
VIC,44,50-54 years,Fema,Not stated,Degree = Yes,0,8,8
VIC,44,50-54 years,Fema,Yes Indigenous,Degree = No,0,26,26
VIC,44,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,7,7
VIC,44,50-54 years,Male,Non-Indigenous,Degree = No,252,6150,6402
