state,sa4_code,Age,Sex,Indig,Educ,LFS_Status,Count
QLD,55,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,379
QLD,55,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,762
QLD,55,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,42
QLD,55,55-59 years,Male,Not stated,Degree = No,employed,34
QLD,55,55-59 years,Male,Not stated,Degree = No,unemployed,6
QLD,55,55-59 years,Male,Yes Indigenous,Degree = No,employed,134
QLD,55,55-59 years,Male,Yes Indigenous,Degree = No,unemployed,39
QLD,55,55-59 years,Male,Yes Indigenous,Degree = Yes,employed,16
QLD,55,60-64 years,Fema,Non-Indigenous,Degree = No,employed,2622
QLD,55,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,175
QLD,55,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,744
QLD,55,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,26
QLD,55,60-64 years,Fema,Not stated,Degree = No,employed,9
QLD,55,60-64 years,Fema,Yes Indigenous,Degree = No,employed,90
QLD,55,60-64 years,Fema,Yes Indigenous,Degree = No,unemployed,26
QLD,55,60-64 years,Fema,Yes Indigenous,Degree = Yes,employed,9
QLD,55,60-64 years,Male,Non-Indigenous,Degree = No,employed,3293
QLD,55,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,312
QLD,55,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,534
QLD,55,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,55
QLD,55,60-64 years,Male,Not stated,Degree = No,employed,25
QLD,55,60-64 years,Male,Yes Indigenous,Degree = No,employed,67
QLD,55,60-64 years,Male,Yes Indigenous,Degree = No,unemployed,29
QLD,55,60-64 years,Male,Yes Indigenous,Degree = Yes,employed,13
QLD,56,25-29 years,Fema,Non-Indigenous,Degree = No,employed,1383
QLD,56,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,103
QLD,56,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,650
QLD,56,25-29 years,Fema,Not stated,Degree = No,employed,4
QLD,56,25-29 years,Fema,Not stated,Degree = Yes,employed,4
QLD,56,25-29 years,Fema,Yes Indigenous,Degree = No,employed,75
QLD,56,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,16
QLD,56,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,11
QLD,56,25-29 years,Male,Non-Indigenous,Degree = No,employed,2180
QLD,56,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,175
QLD,56,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,310
QLD,56,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,10
QLD,56,25-29 years,Male,Not stated,Degree = No,employed,14
QLD,56,25-29 years,Male,Yes Indigenous,Degree = No,employed,110
QLD,56,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,16
QLD,56,30-34 years,Fema,Non-Indigenous,Degree = No,employed,1437
QLD,56,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,103
QLD,56,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,730
QLD,56,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,18
QLD,56,30-34 years,Fema,Not stated,Degree = No,employed,11
QLD,56,30-34 years,Fema,Not stated,Degree = Yes,employed,4
QLD,56,30-34 years,Fema,Yes Indigenous,Degree = No,employed,61
QLD,56,30-34 years,Fema,Yes Indigenous,Degree = No,unemployed,16
QLD,56,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,9
QLD,56,30-34 years,Male,Non-Indigenous,Degree = No,employed,2224
QLD,56,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,95
QLD,56,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,361
QLD,56,30-34 years,Male,Not stated,Degree = No,employed,24
QLD,56,30-34 years,Male,Yes Indigenous,Degree = No,employed,102
QLD,56,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,13
QLD,56,35-39 years,Fema,Non-Indigenous,Degree = No,employed,1572
QLD,56,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,80
QLD,56,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,669
QLD,56,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,9
QLD,56,35-39 years,Fema,Not stated,Degree = No,employed,10
QLD,56,35-39 years,Fema,Not stated,Degree = Yes,employed,3
QLD,56,35-39 years,Fema,Yes Indigenous,Degree = No,employed,66
QLD,56,35-39 years,Fema,Yes Indigenous,Degree = No,unemployed,12
QLD,56,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,4
QLD,56,35-39 years,Male,Non-Indigenous,Degree = No,employed,2122
QLD,56,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,90
QLD,56,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,336
QLD,56,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,5
QLD,56,35-39 years,Male,Not stated,Degree = No,employed,10
QLD,56,35-39 years,Male,Not stated,Degree = Yes,employed,3
QLD,56,35-39 years,Male,Yes Indigenous,Degree = No,employed,65
QLD,56,35-39 years,Male,Yes Indigenous,Degree = No,unemployed,22
QLD,56,35-39 years,Male,Yes Indigenous,Degree = Yes,employed,9
QLD,56,40-44 years,Fema,Non-Indigenous,Degree = No,employed,1997
QLD,56,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,144
QLD,56,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,636
QLD,56,40-44 years,Fema,Not stated,Degree = No,employed,13
QLD,56,40-44 years,Fema,Not stated,Degree = Yes,employed,7
QLD,56,40-44 years,Fema,Yes Indigenous,Degree = No,employed,94
QLD,56,40-44 years,Fema,Yes Indigenous,Degree = No,unemployed,9
QLD,56,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,9
QLD,56,40-44 years,Fema,Yes Indigenous,Degree = Yes,unemployed,3
QLD,56,40-44 years,Male,Non-Indigenous,Degree = No,employed,2458
QLD,56,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,124
QLD,56,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,334
QLD,56,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,4
QLD,56,40-44 years,Male,Not stated,Degree = No,employed,14
QLD,56,40-44 years,Male,Not stated,Degree = Yes,employed,3
QLD,56,40-44 years,Male,Yes Indigenous,Degree = No,employed,77
QLD,56,40-44 years,Male,Yes Indigenous,Degree = No,unemployed,20
QLD,56,45-49 years,Fema,Non-Indigenous,Degree = No,employed,2247
QLD,56,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,120
QLD,56,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,561
QLD,56,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,8
QLD,56,45-49 years,Fema,Not stated,Degree = No,employed,22
QLD,56,45-49 years,Fema,Not stated,Degree = No,unemployed,5
QLD,56,45-49 years,Fema,Not stated,Degree = Yes,employed,5
QLD,56,45-49 years,Fema,Yes Indigenous,Degree = No,employed,92
QLD,56,45-49 years,Fema,Yes Indigenous,Degree = No,unemployed,12
QLD,56,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,13
QLD,56,45-49 years,Male,Non-Indigenous,Degree = No,employed,2752
QLD,56,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,99
QLD,56,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,318
QLD,56,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,15
QLD,56,45-49 years,Male,Not stated,Degree = No,employed,21
QLD,56,45-49 years,Male,Yes Indigenous,Degree = No,employed,76
QLD,56,45-49 years,Male,Yes Indigenous,Degree = No,unemployed,12
QLD,56,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,3
QLD,56,50-54 years,Fema,Non-Indigenous,Degree = No,employed,2341
QLD,56,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,92
QLD,56,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,453
QLD,56,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,13
QLD,56,50-54 years,Fema,Not stated,Degree = No,employed,12
QLD,56,50-54 years,Fema,Yes Indigenous,Degree = No,employed,64
QLD,56,50-54 years,Fema,Yes Indigenous,Degree = No,unemployed,6
QLD,56,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,4
QLD,56,50-54 years,Male,Non-Indigenous,Degree = No,employed,2795
QLD,56,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,128
QLD,56,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,252
QLD,56,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,4
QLD,56,50-54 years,Male,Not stated,Degree = No,employed,12
QLD,56,50-54 years,Male,Yes Indigenous,Degree = No,employed,89
QLD,56,50-54 years,Male,Yes Indigenous,Degree = No,unemployed,8
QLD,56,55-59 years,Fema,Non-Indigenous,Degree = No,employed,2096
QLD,56,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,92
QLD,56,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,425
QLD,56,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,21
QLD,56,55-59 years,Fema,Not stated,Degree = No,employed,6
QLD,56,55-59 years,Fema,Yes Indigenous,Degree = No,employed,62
QLD,56,55-59 years,Male,Non-Indigenous,Degree = No,employed,2735
QLD,56,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,103
QLD,56,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,240
QLD,56,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,12
QLD,56,55-59 years,Male,Not stated,Degree = No,employed,11
QLD,56,55-59 years,Male,Yes Indigenous,Degree = No,employed,70
QLD,56,55-59 years,Male,Yes Indigenous,Degree = No,unemployed,3
QLD,56,60-64 years,Fema,Non-Indigenous,Degree = No,employed,1556
QLD,56,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,36
QLD,56,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,276
QLD,56,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,3
QLD,56,60-64 years,Fema,Not stated,Degree = No,employed,9
QLD,56,60-64 years,Fema,Yes Indigenous,Degree = No,employed,15
QLD,56,60-64 years,Fema,Yes Indigenous,Degree = Yes,employed,3
QLD,56,60-64 years,Male,Non-Indigenous,Degree = No,employed,2171
QLD,56,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,102
QLD,56,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,186
QLD,56,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,5
QLD,56,60-64 years,Male,Not stated,Degree = No,employed,9
QLD,56,60-64 years,Male,Yes Indigenous,Degree = No,employed,34
QLD,57,25-29 years,Fema,Non-Indigenous,Degree = No,employed,3103
QLD,57,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,318
QLD,57,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,1334
QLD,57,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,26
QLD,57,25-29 years,Fema,Not stated,Degree = No,employed,19
QLD,57,25-29 years,Fema,Not stated,Degree = Yes,employed,4
QLD,57,25-29 years,Fema,Yes Indigenous,Degree = No,employed,125
QLD,57,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,59
QLD,57,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,8
QLD,57,25-29 years,Male,Non-Indigenous,Degree = No,employed,4424
QLD,57,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,476
QLD,57,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,682
QLD,57,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,31
QLD,57,25-29 years,Male,Not stated,Degree = No,employed,19
QLD,57,25-29 years,Male,Not stated,Degree = No,unemployed,9
QLD,57,25-29 years,Male,Yes Indigenous,Degree = No,employed,246
QLD,57,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,64
QLD,57,25-29 years,Male,Yes Indigenous,Degree = Yes,employed,4
QLD,57,30-34 years,Fema,Non-Indigenous,Degree = No,employed,3081
QLD,57,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,336
QLD,57,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,1504
QLD,57,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,55
QLD,57,30-34 years,Fema,Not stated,Degree = No,employed,9
QLD,57,30-34 years,Fema,Yes Indigenous,Degree = No,employed,146
QLD,57,30-34 years,Fema,Yes Indigenous,Degree = No,unemployed,39
QLD,57,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,24
QLD,57,30-34 years,Male,Non-Indigenous,Degree = No,employed,4884
QLD,57,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,366
QLD,57,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,864
QLD,57,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,17
QLD,57,30-34 years,Male,Not stated,Degree = No,employed,23
QLD,57,30-34 years,Male,Yes Indigenous,Degree = No,employed,205
QLD,57,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,54
QLD,57,30-34 years,Male,Yes Indigenous,Degree = Yes,employed,7
QLD,57,35-39 years,Fema,Non-Indigenous,Degree = No,employed,3033
QLD,57,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,316
QLD,57,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,1350
QLD,57,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,54
QLD,57,35-39 years,Fema,Not stated,Degree = No,employed,20
QLD,57,35-39 years,Fema,Yes Indigenous,Degree = No,employed,128
QLD,57,35-39 years,Fema,Yes Indigenous,Degree = No,unemployed,26
QLD,57,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,32
QLD,57,35-39 years,Male,Non-Indigenous,Degree = No,employed,4435
QLD,57,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,354
QLD,57,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,878
QLD,57,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,26
QLD,57,35-39 years,Male,Not stated,Degree = No,employed,19
QLD,57,35-39 years,Male,Not stated,Degree = Yes,employed,3
QLD,57,35-39 years,Male,Yes Indigenous,Degree = No,employed,160
QLD,57,35-39 years,Male,Yes Indigenous,Degree = No,unemployed,26
QLD,57,35-39 years,Male,Yes Indigenous,Degree = Yes,employed,12
QLD,57,40-44 years,Fema,Non-Indigenous,Degree = No,employed,3535
QLD,57,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,309
QLD,57,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,1331
QLD,57,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,46
QLD,57,40-44 years,Fema,Not stated,Degree = No,employed,28
QLD,57,40-44 years,Fema,Not stated,Degree = Yes,employed,6
QLD,57,40-44 years,Fema,Yes Indigenous,Degree = No,employed,146
QLD,57,40-44 years,Fema,Yes Indigenous,Degree = No,unemployed,39
QLD,57,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,26
QLD,57,40-44 years,Male,Non-Indigenous,Degree = No,employed,4712
QLD,57,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,312
QLD,57,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,823
QLD,57,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,18
QLD,57,40-44 years,Male,Not stated,Degree = No,employed,13
QLD,57,40-44 years,Male,Yes Indigenous,Degree = No,employed,161
QLD,57,40-44 years,Male,Yes Indigenous,Degree = No,unemployed,35
QLD,57,40-44 years,Male,Yes Indigenous,Degree = Yes,employed,8
QLD,57,45-49 years,Fema,Non-Indigenous,Degree = No,employed,3945
QLD,57,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,316
QLD,57,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,1127
QLD,57,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,40
QLD,57,45-49 years,Fema,Not stated,Degree = No,employed,29
QLD,57,45-49 years,Fema,Not stated,Degree = No,unemployed,4
QLD,57,45-49 years,Fema,Not stated,Degree = Yes,employed,7
QLD,57,45-49 years,Fema,Yes Indigenous,Degree = No,employed,151
QLD,57,45-49 years,Fema,Yes Indigenous,Degree = No,unemployed,42
QLD,57,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,25
QLD,57,45-49 years,Male,Non-Indigenous,Degree = No,employed,4919
QLD,57,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,361
QLD,57,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,700
QLD,57,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,24
QLD,57,45-49 years,Male,Not stated,Degree = No,employed,20
QLD,57,45-49 years,Male,Yes Indigenous,Degree = No,employed,151
QLD,57,45-49 years,Male,Yes Indigenous,Degree = No,unemployed,28
QLD,57,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,8
QLD,57,50-54 years,Fema,Non-Indigenous,Degree = No,employed,3977
QLD,57,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,276
QLD,57,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,936
QLD,57,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,33
QLD,57,50-54 years,Fema,Not stated,Degree = No,employed,25
QLD,57,50-54 years,Fema,Not stated,Degree = No,unemployed,4
QLD,57,50-54 years,Fema,Not stated,Degree = Yes,employed,3
QLD,57,50-54 years,Fema,Yes Indigenous,Degree = No,employed,132
QLD,57,50-54 years,Fema,Yes Indigenous,Degree = No,unemployed,23
QLD,57,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,18
QLD,57,50-54 years,Male,Non-Indigenous,Degree = No,employed,4946
QLD,57,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,365
QLD,57,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,657
QLD,57,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,28
QLD,57,50-54 years,Male,Not stated,Degree = No,employed,41
QLD,57,50-54 years,Male,Not stated,Degree = No,unemployed,5
QLD,57,50-54 years,Male,Yes Indigenous,Degree = No,employed,152
QLD,57,50-54 years,Male,Yes Indigenous,Degree = No,unemployed,27
QLD,57,50-54 years,Male,Yes Indigenous,Degree = Yes,employed,4
QLD,57,55-59 years,Fema,Non-Indigenous,Degree = No,employed,3238
QLD,57,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,226
QLD,57,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,739
QLD,57,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,32
QLD,57,55-59 years,Fema,Not stated,Degree = No,employed,24
QLD,57,55-59 years,Fema,Yes Indigenous,Degree = No,employed,76
QLD,57,55-59 years,Fema,Yes Indigenous,Degree = No,unemployed,14
QLD,57,55-59 years,Fema,Yes Indigenous,Degree = Yes,employed,12
QLD,57,55-59 years,Male,Non-Indigenous,Degree = No,employed,4415
QLD,57,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,375
QLD,57,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,539
QLD,57,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,33
QLD,57,55-59 years,Male,Not stated,Degree = No,employed,29
QLD,57,55-59 years,Male,Not stated,Degree = No,unemployed,4
QLD,57,55-59 years,Male,Not stated,Degree = Yes,employed,5
QLD,57,55-59 years,Male,Yes Indigenous,Degree = No,employed,81
QLD,57,55-59 years,Male,Yes Indigenous,Degree = No,unemployed,13
QLD,57,55-59 years,Male,Yes Indigenous,Degree = Yes,employed,10
QLD,57,60-64 years,Fema,Non-Indigenous,Degree = No,employed,1865
QLD,57,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,106
QLD,57,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,407
QLD,57,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,21
QLD,57,60-64 years,Fema,Not stated,Degree = No,employed,8
QLD,57,60-64 years,Fema,Yes Indigenous,Degree = No,employed,48
QLD,57,60-64 years,Male,Non-Indigenous,Degree = No,employed,2930
QLD,57,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,301
QLD,57,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,353
QLD,57,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,26
QLD,57,60-64 years,Male,Not stated,Degree = No,employed,17
QLD,57,60-64 years,Male,Yes Indigenous,Degree = No,employed,54
QLD,57,60-64 years,Male,Yes Indigenous,Degree = No,unemployed,17
QLD,57,60-64 years,Male,Yes Indigenous,Degree = Yes,employed,5
QLD,58,25-29 years,Fema,Non-Indigenous,Degree = No,employed,8317
QLD,58,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,697
QLD,58,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,5090
QLD,58,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,249
QLD,58,25-29 years,Fema,Not stated,Degree = No,employed,22
QLD,58,25-29 years,Fema,Not stated,Degree = Yes,employed,11
QLD,58,25-29 years,Fema,Yes Indigenous,Degree = No,employed,150
QLD,58,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,18
QLD,58,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,46
QLD,58,25-29 years,Male,Non-Indigenous,Degree = No,employed,10683
QLD,58,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,821
QLD,58,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,3262
QLD,58,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,198
QLD,58,25-29 years,Male,Not stated,Degree = No,employed,59
QLD,58,25-29 years,Male,Not stated,Degree = Yes,employed,6
QLD,58,25-29 years,Male,Yes Indigenous,Degree = No,employed,258
QLD,58,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,26
QLD,58,25-29 years,Male,Yes Indigenous,Degree = Yes,employed,16
QLD,58,30-34 years,Fema,Non-Indigenous,Degree = No,employed,8100
QLD,58,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,585
QLD,58,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,5494
QLD,58,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,220
QLD,58,30-34 years,Fema,Not stated,Degree = No,employed,39
QLD,58,30-34 years,Fema,Not stated,Degree = Yes,employed,20
QLD,58,30-34 years,Fema,Yes Indigenous,Degree = No,employed,156
QLD,58,30-34 years,Fema,Yes Indigenous,Degree = No,unemployed,20
QLD,58,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,54
QLD,58,30-34 years,Male,Non-Indigenous,Degree = No,employed,11290
QLD,58,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,626
QLD,58,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,3652
QLD,58,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,140
QLD,58,30-34 years,Male,Not stated,Degree = No,employed,59
QLD,58,30-34 years,Male,Not stated,Degree = No,unemployed,6
QLD,58,30-34 years,Male,Not stated,Degree = Yes,employed,4
QLD,58,30-34 years,Male,Yes Indigenous,Degree = No,employed,204
QLD,58,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,21
QLD,58,30-34 years,Male,Yes Indigenous,Degree = Yes,employed,14
QLD,58,35-39 years,Fema,Non-Indigenous,Degree = No,employed,8246
QLD,58,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,618
QLD,58,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,5055
QLD,58,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,220
QLD,58,35-39 years,Fema,Not stated,Degree = No,employed,24
QLD,58,35-39 years,Fema,Not stated,Degree = No,unemployed,5
QLD,58,35-39 years,Fema,Not stated,Degree = Yes,employed,12
QLD,58,35-39 years,Fema,Yes Indigenous,Degree = No,employed,115
QLD,58,35-39 years,Fema,Yes Indigenous,Degree = No,unemployed,16
QLD,58,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,36
QLD,58,35-39 years,Male,Non-Indigenous,Degree = No,employed,11126
QLD,58,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,533
QLD,58,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,3621
QLD,58,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,120
QLD,58,35-39 years,Male,Not stated,Degree = No,employed,50
QLD,58,35-39 years,Male,Yes Indigenous,Degree = No,employed,166
QLD,58,35-39 years,Male,Yes Indigenous,Degree = No,unemployed,8
QLD,58,35-39 years,Male,Yes Indigenous,Degree = Yes,employed,15
QLD,58,40-44 years,Fema,Non-Indigenous,Degree = No,employed,10029
QLD,58,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,667
QLD,58,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,4761
QLD,58,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,186
QLD,58,40-44 years,Fema,Not stated,Degree = No,employed,43
QLD,58,40-44 years,Fema,Not stated,Degree = Yes,employed,25
QLD,58,40-44 years,Fema,Yes Indigenous,Degree = No,employed,119
QLD,58,40-44 years,Fema,Yes Indigenous,Degree = No,unemployed,15
QLD,58,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,30
QLD,58,40-44 years,Male,Non-Indigenous,Degree = No,employed,12079
QLD,58,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,620
QLD,58,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,3488
QLD,58,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,130
QLD,58,40-44 years,Male,Not stated,Degree = No,employed,44
QLD,58,40-44 years,Male,Not stated,Degree = Yes,employed,6
QLD,58,40-44 years,Male,Yes Indigenous,Degree = No,employed,166
QLD,58,40-44 years,Male,Yes Indigenous,Degree = No,unemployed,3
QLD,58,40-44 years,Male,Yes Indigenous,Degree = Yes,employed,16
QLD,58,45-49 years,Fema,Non-Indigenous,Degree = No,employed,11127
QLD,58,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,687
QLD,58,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,3852
QLD,58,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,143
QLD,58,45-49 years,Fema,Not stated,Degree = No,employed,56
QLD,58,45-49 years,Fema,Not stated,Degree = No,unemployed,3
QLD,58,45-49 years,Fema,Not stated,Degree = Yes,employed,12
QLD,58,45-49 years,Fema,Yes Indigenous,Degree = No,employed,128
QLD,58,45-49 years,Fema,Yes Indigenous,Degree = No,unemployed,8
QLD,58,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,22
QLD,58,45-49 years,Male,Non-Indigenous,Degree = No,employed,12027
QLD,58,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,591
QLD,58,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,3056
QLD,58,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,103
QLD,58,45-49 years,Male,Not stated,Degree = No,employed,50
QLD,58,45-49 years,Male,Not stated,Degree = Yes,employed,3
QLD,58,45-49 years,Male,Yes Indigenous,Degree = No,employed,139
QLD,58,45-49 years,Male,Yes Indigenous,Degree = No,unemployed,12
QLD,58,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,16
QLD,58,50-54 years,Fema,Non-Indigenous,Degree = No,employed,10420
QLD,58,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,604
QLD,58,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,2943
QLD,58,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,126
QLD,58,50-54 years,Fema,Not stated,Degree = No,employed,60
QLD,58,50-54 years,Fema,Not stated,Degree = Yes,employed,4
QLD,58,50-54 years,Fema,Yes Indigenous,Degree = No,employed,104
